danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name,track_id,user
0.626,0.5,0,-11.018,1,0.222,0.909,0,0.345,0.9,151.094,audio_features,2uFn08rgCgVftJML5lnI3e,spotify:track:2uFn08rgCgVftJML5lnI3e,https://api.spotify.com/v1/tracks/2uFn08rgCgVftJML5lnI3e,https://api.spotify.com/v1/audio-analysis/2uFn08rgCgVftJML5lnI3e,84187,4,Ito Eats,2uFn08rgCgVftJML5lnI3e,Jillian
0.404,0.67,8,-8.626,1,0.29,0.842,0,0.133,0.912,175.916,audio_features,6FaknRUt5bJ2qF6oX4nnBo,spotify:track:6FaknRUt5bJ2qF6oX4nnBo,https://api.spotify.com/v1/tracks/6FaknRUt5bJ2qF6oX4nnBo,https://api.spotify.com/v1/audio-analysis/6FaknRUt5bJ2qF6oX4nnBo,96987,4,Slicin' Sand,6FaknRUt5bJ2qF6oX4nnBo,Jillian
0.302,0.173,6,-16.07,1,0.0335,0.94,6.57e-5,0.134,0.359,92.023,audio_features,2DcxxFzIQ6l5RcQlh3VOlU,spotify:track:2DcxxFzIQ6l5RcQlh3VOlU,https://api.spotify.com/v1/tracks/2DcxxFzIQ6l5RcQlh3VOlU,https://api.spotify.com/v1/audio-analysis/2DcxxFzIQ6l5RcQlh3VOlU,153933,4,Hawaiian Sunset,2DcxxFzIQ6l5RcQlh3VOlU,Jillian
0.497,0.606,0,-8.883,1,0.0496,0.743,0,0.0882,0.861,117.928,audio_features,5EGfh6SCd4qaZzimP1f50U,spotify:track:5EGfh6SCd4qaZzimP1f50U,https://api.spotify.com/v1/tracks/5EGfh6SCd4qaZzimP1f50U,https://api.spotify.com/v1/audio-analysis/5EGfh6SCd4qaZzimP1f50U,124040,1,Beach Boy Blues,5EGfh6SCd4qaZzimP1f50U,Jillian
0.401,0.183,2,-19.773,1,0.0438,0.963,0.0011,0.0795,0.522,93.333,audio_features,3IX3iLvcq0AHvsllsLCYiA,spotify:track:3IX3iLvcq0AHvsllsLCYiA,https://api.spotify.com/v1/tracks/3IX3iLvcq0AHvsllsLCYiA,https://api.spotify.com/v1/audio-analysis/3IX3iLvcq0AHvsllsLCYiA,160013,4,Island of Love,3IX3iLvcq0AHvsllsLCYiA,Jillian
0.288,0.279,10,-14.491,0,0.0372,0.964,0,0.247,0.35,131.334,audio_features,6T531LEw3RCT3mdkF2fSLV,spotify:track:6T531LEw3RCT3mdkF2fSLV,https://api.spotify.com/v1/tracks/6T531LEw3RCT3mdkF2fSLV,https://api.spotify.com/v1/audio-analysis/6T531LEw3RCT3mdkF2fSLV,169400,4,Hawaiian Wedding Song,6T531LEw3RCT3mdkF2fSLV,Jillian
0.624,0.881,11,-3.696,0,0.282,0.16,0,0.27,0.529,87.268,audio_features,06WD650Zt5MQ55kFMP2f3r,spotify:track:06WD650Zt5MQ55kFMP2f3r,https://api.spotify.com/v1/tracks/06WD650Zt5MQ55kFMP2f3r,https://api.spotify.com/v1/audio-analysis/06WD650Zt5MQ55kFMP2f3r,203053,4,Fire Fly,06WD650Zt5MQ55kFMP2f3r,Jillian
0.529,0.728,5,-9.578,1,0.0378,0.64,0.0197,0.345,0.593,108.056,audio_features,2YKI5E7oHg1VOmrMiTzfl1,spotify:track:2YKI5E7oHg1VOmrMiTzfl1,https://api.spotify.com/v1/tracks/2YKI5E7oHg1VOmrMiTzfl1,https://api.spotify.com/v1/audio-analysis/2YKI5E7oHg1VOmrMiTzfl1,66763,4,LIGHT BEAMS,2YKI5E7oHg1VOmrMiTzfl1,Jillian
0.79,0.728,7,-6.523,1,0.0612,0.025,0.00106,0.172,0.333,110.059,audio_features,1TIiWomS4i0Ikaf9EKdcLn,spotify:track:1TIiWomS4i0Ikaf9EKdcLn,https://api.spotify.com/v1/tracks/1TIiWomS4i0Ikaf9EKdcLn,https://api.spotify.com/v1/audio-analysis/1TIiWomS4i0Ikaf9EKdcLn,223795,4,disco tits,1TIiWomS4i0Ikaf9EKdcLn,Jillian
0.691,0.762,8,-6.084,0,0.226,0.278,0,0.25,0.42,112.951,audio_features,6flhrkPIIqB0zU8j2T2yyc,spotify:track:6flhrkPIIqB0zU8j2T2yyc,https://api.spotify.com/v1/tracks/6flhrkPIIqB0zU8j2T2yyc,https://api.spotify.com/v1/audio-analysis/6flhrkPIIqB0zU8j2T2yyc,196835,4,shedontknowbutsheknows,6flhrkPIIqB0zU8j2T2yyc,Jillian
0.606,0.469,5,-6.173,0,0.0576,0.349,0,0.118,0.198,96.995,audio_features,1GXUd5gJuydAdM0dlQrwbX,spotify:track:1GXUd5gJuydAdM0dlQrwbX,https://api.spotify.com/v1/tracks/1GXUd5gJuydAdM0dlQrwbX,https://api.spotify.com/v1/audio-analysis/1GXUd5gJuydAdM0dlQrwbX,215597,4,shivering gold,1GXUd5gJuydAdM0dlQrwbX,Jillian
0.462,0.333,10,-9.275,0,0.0455,0.907,0,0.0588,0.394,97.386,audio_features,1N10MdGT4HypP8QA3kmmbQ,spotify:track:1N10MdGT4HypP8QA3kmmbQ,https://api.spotify.com/v1/tracks/1N10MdGT4HypP8QA3kmmbQ,https://api.spotify.com/v1/audio-analysis/1N10MdGT4HypP8QA3kmmbQ,226161,4,dont ask dont tell,1N10MdGT4HypP8QA3kmmbQ,Jillian
0.541,0.514,9,-5.734,0,0.033,0.0037,0,0.113,0.247,109.796,audio_features,1OTF5PuQF9CHvGgxXrOMwM,spotify:track:1OTF5PuQF9CHvGgxXrOMwM,https://api.spotify.com/v1/tracks/1OTF5PuQF9CHvGgxXrOMwM,https://api.spotify.com/v1/audio-analysis/1OTF5PuQF9CHvGgxXrOMwM,234901,4,stranger,1OTF5PuQF9CHvGgxXrOMwM,Jillian
0.477,0.831,11,-5.219,1,0.144,0.0781,5.51e-6,0.0523,0.818,165.825,audio_features,2FtyrwcRqA2JQEezLjPZ8r,spotify:track:2FtyrwcRqA2JQEezLjPZ8r,https://api.spotify.com/v1/tracks/2FtyrwcRqA2JQEezLjPZ8r,https://api.spotify.com/v1/audio-analysis/2FtyrwcRqA2JQEezLjPZ8r,137220,4,bitches,2FtyrwcRqA2JQEezLjPZ8r,Jillian
0.239,0.26,10,-21.772,1,0.0668,0.655,0.731,0.162,0.0368,98.804,audio_features,5nLinBZPT2EkxTxvvPHgcC,spotify:track:5nLinBZPT2EkxTxvvPHgcC,https://api.spotify.com/v1/tracks/5nLinBZPT2EkxTxvvPHgcC,https://api.spotify.com/v1/audio-analysis/5nLinBZPT2EkxTxvvPHgcC,53967,4,PITCH BLACK,5nLinBZPT2EkxTxvvPHgcC,Jillian
0.618,0.716,10,-6.46,1,0.0311,0.00462,3.73e-6,0.194,0.201,98.017,audio_features,45CiDBvF0HNtAHXQFfnSzD,spotify:track:45CiDBvF0HNtAHXQFfnSzD,https://api.spotify.com/v1/tracks/45CiDBvF0HNtAHXQFfnSzD,https://api.spotify.com/v1/audio-analysis/45CiDBvF0HNtAHXQFfnSzD,211649,4,romantics,45CiDBvF0HNtAHXQFfnSzD,Jillian
0.584,0.643,7,-7.092,1,0.538,0.367,0,0.244,0.447,104.41,audio_features,5rUETOajWWAqpjamjDD4cT,spotify:track:5rUETOajWWAqpjamjDD4cT,https://api.spotify.com/v1/tracks/5rUETOajWWAqpjamjDD4cT,https://api.spotify.com/v1/audio-analysis/5rUETOajWWAqpjamjDD4cT,208390,4,cycles,5rUETOajWWAqpjamjDD4cT,Jillian
0.447,0.757,2,-6.572,0,0.0994,0.0141,0,0.122,0.124,183.76,audio_features,6XyWxPJ15ImnfAth52dll1,spotify:track:6XyWxPJ15ImnfAth52dll1,https://api.spotify.com/v1/tracks/6XyWxPJ15ImnfAth52dll1,https://api.spotify.com/v1/audio-analysis/6XyWxPJ15ImnfAth52dll1,226495,4,struggle,6XyWxPJ15ImnfAth52dll1,Jillian
0.426,0.524,10,-6.624,1,0.0636,0.655,0,0.176,0.298,92.816,audio_features,3hxI5beUAhC7wZ96zXOxej,spotify:track:3hxI5beUAhC7wZ96zXOxej,https://api.spotify.com/v1/tracks/3hxI5beUAhC7wZ96zXOxej,https://api.spotify.com/v1/audio-analysis/3hxI5beUAhC7wZ96zXOxej,205305,4,9th of october,3hxI5beUAhC7wZ96zXOxej,Jillian
0.66,0.498,7,-6.539,1,0.0322,0.471,0,0.124,0.382,131.946,audio_features,4eTUG3TF3lQuar1lLkN0cG,spotify:track:4eTUG3TF3lQuar1lLkN0cG,https://api.spotify.com/v1/tracks/4eTUG3TF3lQuar1lLkN0cG,https://api.spotify.com/v1/audio-analysis/4eTUG3TF3lQuar1lLkN0cG,206059,4,bad days,4eTUG3TF3lQuar1lLkN0cG,Jillian
0.625,0.706,9,-4.604,1,0.0326,0.301,0,0.0735,0.273,123.019,audio_features,73kadnv7SduzhApfRUv5C0,spotify:track:73kadnv7SduzhApfRUv5C0,https://api.spotify.com/v1/tracks/73kadnv7SduzhApfRUv5C0,https://api.spotify.com/v1/audio-analysis/73kadnv7SduzhApfRUv5C0,258033,4,hey you got drugs?,73kadnv7SduzhApfRUv5C0,Jillian
0.268,0.336,9,-10.011,1,0.0392,0.818,0,0.354,0.208,65.838,audio_features,5zViOYAEOrfNn8wd0sN4MH,spotify:track:5zViOYAEOrfNn8wd0sN4MH,https://api.spotify.com/v1/tracks/5zViOYAEOrfNn8wd0sN4MH,https://api.spotify.com/v1/audio-analysis/5zViOYAEOrfNn8wd0sN4MH,300130,3,n y l a,5zViOYAEOrfNn8wd0sN4MH,Jillian
0.766,0.343,9,-7.331,0,0.0773,0.342,0,0.353,0.306,100.216,audio_features,1pVn6q9pKMDIAH93UuaWUN,spotify:track:1pVn6q9pKMDIAH93UuaWUN,https://api.spotify.com/v1/tracks/1pVn6q9pKMDIAH93UuaWUN,https://api.spotify.com/v1/audio-analysis/1pVn6q9pKMDIAH93UuaWUN,160107,4,dirty laundry,1pVn6q9pKMDIAH93UuaWUN,Jillian
0.718,0.422,4,-9.115,0,0.0621,0.0764,0,0.17,0.455,144.678,audio_features,3SErMoIKdRELto2OspGs5L,spotify:track:3SErMoIKdRELto2OspGs5L,https://api.spotify.com/v1/tracks/3SErMoIKdRELto2OspGs5L,https://api.spotify.com/v1/audio-analysis/3SErMoIKdRELto2OspGs5L,207027,4,idfc,3SErMoIKdRELto2OspGs5L,Jillian
0.82,0.43,0,-9.713,0,0.0356,0.16,1.61e-6,0.11,0.424,89.986,audio_features,2mZF9Se9RWzjxK6EnXvIZG,spotify:track:2mZF9Se9RWzjxK6EnXvIZG,https://api.spotify.com/v1/tracks/2mZF9Se9RWzjxK6EnXvIZG,https://api.spotify.com/v1/audio-analysis/2mZF9Se9RWzjxK6EnXvIZG,207733,4,90210,2mZF9Se9RWzjxK6EnXvIZG,Jillian
0.769,0.323,3,-12.887,0,0.0524,0.678,0,0.116,0.574,94.977,audio_features,3UWkbO4emEOu9YUeOGq3vU,spotify:track:3UWkbO4emEOu9YUeOGq3vU,https://api.spotify.com/v1/tracks/3UWkbO4emEOu9YUeOGq3vU,https://api.spotify.com/v1/audio-analysis/3UWkbO4emEOu9YUeOGq3vU,169500,4,weak when ur around,3UWkbO4emEOu9YUeOGq3vU,Jillian
0.723,0.448,7,-7.87,1,0.223,0.508,0,0.141,0.63,81.978,audio_features,1Eeof8IMDWLXEaAtjTW1ny,spotify:track:1Eeof8IMDWLXEaAtjTW1ny,https://api.spotify.com/v1/tracks/1Eeof8IMDWLXEaAtjTW1ny,https://api.spotify.com/v1/audio-analysis/1Eeof8IMDWLXEaAtjTW1ny,210147,4,4u,1Eeof8IMDWLXEaAtjTW1ny,Jillian
0.539,0.414,1,-9.156,0,0.0601,0.253,1.3e-6,0.143,0.123,94.895,audio_features,2wBCrtJS3E3TimRZ5MElTI,spotify:track:2wBCrtJS3E3TimRZ5MElTI,https://api.spotify.com/v1/tracks/2wBCrtJS3E3TimRZ5MElTI,https://api.spotify.com/v1/audio-analysis/2wBCrtJS3E3TimRZ5MElTI,254493,4,The Worst,2wBCrtJS3E3TimRZ5MElTI,Jillian
0.633,0.395,8,-9.638,1,0.0857,0.692,2.22e-4,0.108,0.123,138.023,audio_features,19YKaevk2bce4odJkP5L22,spotify:track:19YKaevk2bce4odJkP5L22,https://api.spotify.com/v1/tracks/19YKaevk2bce4odJkP5L22,https://api.spotify.com/v1/audio-analysis/19YKaevk2bce4odJkP5L22,314075,4,Nikes,19YKaevk2bce4odJkP5L22,Jillian
0.575,0.386,9,-9.584,0,0.037,0.785,2.89e-4,0.229,0.466,116.408,audio_features,2ZWlPOoWh0626oTaHrnl2a,spotify:track:2ZWlPOoWh0626oTaHrnl2a,https://api.spotify.com/v1/tracks/2ZWlPOoWh0626oTaHrnl2a,https://api.spotify.com/v1/audio-analysis/2ZWlPOoWh0626oTaHrnl2a,249191,4,Ivy,2ZWlPOoWh0626oTaHrnl2a,Jillian
0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-5,0.417,0.549,159.94,audio_features,3xKsf9qdS1CyvXSMEid6g8,spotify:track:3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/audio-analysis/3xKsf9qdS1CyvXSMEid6g8,184516,3,Pink + White,3xKsf9qdS1CyvXSMEid6g8,Jillian
0.746,0.429,7,-11.143,1,0.494,0.985,0,0.149,0.932,88.413,audio_features,1IdZvb2XK8NmsovQlV6CPn,spotify:track:1IdZvb2XK8NmsovQlV6CPn,https://api.spotify.com/v1/tracks/1IdZvb2XK8NmsovQlV6CPn,https://api.spotify.com/v1/audio-analysis/1IdZvb2XK8NmsovQlV6CPn,86944,3,Be Yourself,1IdZvb2XK8NmsovQlV6CPn,Jillian
0.469,0.289,5,-10.625,0,0.0366,0.85,2.48e-6,0.161,0.258,133.805,audio_features,35xSkNIXi504fcEwz9USRB,spotify:track:35xSkNIXi504fcEwz9USRB,https://api.spotify.com/v1/tracks/35xSkNIXi504fcEwz9USRB,https://api.spotify.com/v1/audio-analysis/35xSkNIXi504fcEwz9USRB,257380,4,Solo,35xSkNIXi504fcEwz9USRB,Jillian
0.43,0.296,3,-13.645,1,0.0583,0.882,6.21e-6,0.104,0.386,129.048,audio_features,4xR3MAscflQ262kMeiKshQ,spotify:track:4xR3MAscflQ262kMeiKshQ,https://api.spotify.com/v1/tracks/4xR3MAscflQ262kMeiKshQ,https://api.spotify.com/v1/audio-analysis/4xR3MAscflQ262kMeiKshQ,184600,4,Skyline To,4xR3MAscflQ262kMeiKshQ,Jillian
0.525,0.131,0,-12.787,1,0.458,0.983,0.00433,0.12,0.811,107.007,audio_features,2JUqYobT8NvARdPmc4ES2x,spotify:track:2JUqYobT8NvARdPmc4ES2x,https://api.spotify.com/v1/tracks/2JUqYobT8NvARdPmc4ES2x,https://api.spotify.com/v1/audio-analysis/2JUqYobT8NvARdPmc4ES2x,66786,5,Good Guy,2JUqYobT8NvARdPmc4ES2x,Jillian
0.669,0.749,7,-6.811,0,0.141,0.413,0,0.0848,0.608,80.169,audio_features,2qtoRFCOEL1gRn5q9DJC7F,spotify:track:2qtoRFCOEL1gRn5q9DJC7F,https://api.spotify.com/v1/tracks/2qtoRFCOEL1gRn5q9DJC7F,https://api.spotify.com/v1/audio-analysis/2qtoRFCOEL1gRn5q9DJC7F,78743,4,Solo (Reprise),2qtoRFCOEL1gRn5q9DJC7F,Jillian
0.202,0.724,0,-6.742,1,0.0494,0.258,0.0252,0.296,0.165,154.037,audio_features,17yrCsl1Ai6CZLBmGj6d6p,spotify:track:17yrCsl1Ai6CZLBmGj6d6p,https://api.spotify.com/v1/tracks/17yrCsl1Ai6CZLBmGj6d6p,https://api.spotify.com/v1/audio-analysis/17yrCsl1Ai6CZLBmGj6d6p,158478,4,Pretty Sweet,17yrCsl1Ai6CZLBmGj6d6p,Jillian
0.855,0.663,5,-8.401,0,0.2,0.194,0.0013,0.146,0.815,77.978,audio_features,1VZLEW5ZfcAbKZ94XQiSZF,spotify:track:1VZLEW5ZfcAbKZ94XQiSZF,https://api.spotify.com/v1/tracks/1VZLEW5ZfcAbKZ94XQiSZF,https://api.spotify.com/v1/audio-analysis/1VZLEW5ZfcAbKZ94XQiSZF,85754,4,Close To You,1VZLEW5ZfcAbKZ94XQiSZF,Jillian
0.501,0.0958,0,-15.605,1,0.0433,0.77,0,0.298,0.204,108.741,audio_features,2LMkwUfqC6S6s6qDVlEuzV,spotify:track:2LMkwUfqC6S6s6qDVlEuzV,https://api.spotify.com/v1/tracks/2LMkwUfqC6S6s6qDVlEuzV,https://api.spotify.com/v1/audio-analysis/2LMkwUfqC6S6s6qDVlEuzV,248808,4,White Ferrari,2LMkwUfqC6S6s6qDVlEuzV,Jillian
0.377,0.253,4,-11.155,0,0.0387,0.975,2.59e-4,0.101,0.367,125.403,audio_features,1BViPjTT585XAhkUUrkts0,spotify:track:1BViPjTT585XAhkUUrkts0,https://api.spotify.com/v1/tracks/1BViPjTT585XAhkUUrkts0,https://api.spotify.com/v1/audio-analysis/1BViPjTT585XAhkUUrkts0,334570,3,Seigfried,1BViPjTT585XAhkUUrkts0,Jillian
0.399,0.0969,6,-12.578,1,0.0509,0.929,1.68e-4,0.121,0.0758,109.54,audio_features,34xTFwjPQ1dC6uJmleno7x,spotify:track:34xTFwjPQ1dC6uJmleno7x,https://api.spotify.com/v1/tracks/34xTFwjPQ1dC6uJmleno7x,https://api.spotify.com/v1/audio-analysis/34xTFwjPQ1dC6uJmleno7x,177922,4,Godspeed,34xTFwjPQ1dC6uJmleno7x,Jillian
0.457,0.551,5,-9.36,0,0.167,0.427,1.15e-6,0.113,0.428,89.87,audio_features,7eqoqGkKwgOaWNNHx90uEZ,spotify:track:7eqoqGkKwgOaWNNHx90uEZ,https://api.spotify.com/v1/tracks/7eqoqGkKwgOaWNNHx90uEZ,https://api.spotify.com/v1/audio-analysis/7eqoqGkKwgOaWNNHx90uEZ,307151,4,Nights,7eqoqGkKwgOaWNNHx90uEZ,Jillian
0.526,0.179,0,-20.55,1,0.692,0.873,0,0.248,0.698,81.993,audio_features,73D5hBkiVZkopZrmBZTBWf,spotify:track:73D5hBkiVZkopZrmBZTBWf,https://api.spotify.com/v1/tracks/73D5hBkiVZkopZrmBZTBWf,https://api.spotify.com/v1/audio-analysis/73D5hBkiVZkopZrmBZTBWf,68588,3,Facebook Story,73D5hBkiVZkopZrmBZTBWf,Jillian
0.266,0.678,1,-12.364,1,0.508,0.769,9.37e-5,0.503,0.201,83.434,audio_features,5k8LB57xOq8UUNVaKWSqrf,spotify:track:5k8LB57xOq8UUNVaKWSqrf,https://api.spotify.com/v1/tracks/5k8LB57xOq8UUNVaKWSqrf,https://api.spotify.com/v1/audio-analysis/5k8LB57xOq8UUNVaKWSqrf,564166,4,Futura Free,5k8LB57xOq8UUNVaKWSqrf,Jillian
0.583,0.829,1,-4.603,1,0.134,0.00864,0,0.0426,0.575,174.028,audio_features,49FYlytm3dAAraYgpoJZux,spotify:track:49FYlytm3dAAraYgpoJZux,https://api.spotify.com/v1/tracks/49FYlytm3dAAraYgpoJZux,https://api.spotify.com/v1/audio-analysis/49FYlytm3dAAraYgpoJZux,275987,4,Umbrella,49FYlytm3dAAraYgpoJZux,Jillian
0.791,0.88,1,-5.398,1,0.06,0.0142,0.119,0.033,0.641,119.939,audio_features,6QV8q0qVAyHjlnqQ39YIe1,spotify:track:6QV8q0qVAyHjlnqQ39YIe1,https://api.spotify.com/v1/tracks/6QV8q0qVAyHjlnqQ39YIe1,https://api.spotify.com/v1/audio-analysis/6QV8q0qVAyHjlnqQ39YIe1,195040,4,Push Up On Me,6QV8q0qVAyHjlnqQ39YIe1,Jillian
0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-5,0.0535,0.542,122.668,audio_features,0ByMNEPAPpOR5H69DVrTNy,spotify:track:0ByMNEPAPpOR5H69DVrTNy,https://api.spotify.com/v1/tracks/0ByMNEPAPpOR5H69DVrTNy,https://api.spotify.com/v1/audio-analysis/0ByMNEPAPpOR5H69DVrTNy,267080,4,Don't Stop The Music,0ByMNEPAPpOR5H69DVrTNy,Jillian
0.801,0.674,8,-4.185,0,0.0311,2.82e-4,1.39e-4,0.0914,0.875,125.009,audio_features,46aZJc0z1HHHSFxaIRxYSP,spotify:track:46aZJc0z1HHHSFxaIRxYSP,https://api.spotify.com/v1/tracks/46aZJc0z1HHHSFxaIRxYSP,https://api.spotify.com/v1/audio-analysis/46aZJc0z1HHHSFxaIRxYSP,200573,4,Breakin' Dishes,46aZJc0z1HHHSFxaIRxYSP,Jillian
0.735,0.826,1,-4.902,1,0.0349,0.00101,0.129,0.197,0.74,132.964,audio_features,4Tn2llBm1g0UlWctmgPL8Z,spotify:track:4Tn2llBm1g0UlWctmgPL8Z,https://api.spotify.com/v1/tracks/4Tn2llBm1g0UlWctmgPL8Z,https://api.spotify.com/v1/audio-analysis/4Tn2llBm1g0UlWctmgPL8Z,212280,4,Shut Up And Drive,4Tn2llBm1g0UlWctmgPL8Z,Jillian
0.637,0.73,5,-5.38,0,0.0874,0.323,0,0.0981,0.732,93.867,audio_features,7iu0WYLdo4yksKf3seaxzI,spotify:track:7iu0WYLdo4yksKf3seaxzI,https://api.spotify.com/v1/tracks/7iu0WYLdo4yksKf3seaxzI,https://api.spotify.com/v1/audio-analysis/7iu0WYLdo4yksKf3seaxzI,218947,4,Hate That I Love You,7iu0WYLdo4yksKf3seaxzI,Jillian
0.575,0.588,1,-6.659,1,0.0515,0.0867,0,0.344,0.401,156.797,audio_features,1X0PGm7eJoC6LmXpczYeaN,spotify:track:1X0PGm7eJoC6LmXpczYeaN,https://api.spotify.com/v1/tracks/1X0PGm7eJoC6LmXpczYeaN,https://api.spotify.com/v1/audio-analysis/1X0PGm7eJoC6LmXpczYeaN,250667,4,Say It,1X0PGm7eJoC6LmXpczYeaN,Jillian
0.653,0.909,8,-5.059,1,0.196,0.142,0,0.0365,0.72,85.318,audio_features,4jfHNGbzF5EGAD3iET0lsd,spotify:track:4jfHNGbzF5EGAD3iET0lsd,https://api.spotify.com/v1/tracks/4jfHNGbzF5EGAD3iET0lsd,https://api.spotify.com/v1/audio-analysis/4jfHNGbzF5EGAD3iET0lsd,165133,4,Sell Me Candy,4jfHNGbzF5EGAD3iET0lsd,Jillian
0.704,0.894,8,-5.731,1,0.165,0.103,2.21e-4,0.075,0.723,175.842,audio_features,1pKEXuXVJ9PCJj2BNrG4kX,spotify:track:1pKEXuXVJ9PCJj2BNrG4kX,https://api.spotify.com/v1/tracks/1pKEXuXVJ9PCJj2BNrG4kX,https://api.spotify.com/v1/audio-analysis/1pKEXuXVJ9PCJj2BNrG4kX,221027,4,Lemme Get That,1pKEXuXVJ9PCJj2BNrG4kX,Jillian
0.583,0.792,1,-5.894,1,0.0533,0.00321,4.92e-5,0.315,0.397,80.055,audio_features,5X3ahLXhOw16BR09GjYPUT,spotify:track:5X3ahLXhOw16BR09GjYPUT,https://api.spotify.com/v1/tracks/5X3ahLXhOw16BR09GjYPUT,https://api.spotify.com/v1/audio-analysis/5X3ahLXhOw16BR09GjYPUT,294720,4,Rehab,5X3ahLXhOw16BR09GjYPUT,Jillian
0.255,0.656,11,-5.783,1,0.0769,0.144,0,0.365,0.276,178.356,audio_features,5hfB5nQatLPlqyKmVEpEVI,spotify:track:5hfB5nQatLPlqyKmVEpEVI,https://api.spotify.com/v1/tracks/5hfB5nQatLPlqyKmVEpEVI,https://api.spotify.com/v1/audio-analysis/5hfB5nQatLPlqyKmVEpEVI,245493,3,Question Existing,5hfB5nQatLPlqyKmVEpEVI,Jillian
0.708,0.553,5,-6.319,0,0.0262,0.0335,0,0.101,0.589,94.977,audio_features,6g1B0hd6rlT3xP3mERUnz8,spotify:track:6g1B0hd6rlT3xP3mERUnz8,https://api.spotify.com/v1/tracks/6g1B0hd6rlT3xP3mERUnz8,https://api.spotify.com/v1/audio-analysis/6g1B0hd6rlT3xP3mERUnz8,213213,4,Good Girl Gone Bad,6g1B0hd6rlT3xP3mERUnz8,Jillian
0.707,0.813,11,-4.515,0,0.0571,0.0863,0,0.168,0.722,124.921,audio_features,2VOomzT6VavJOGBeySqaMc,spotify:track:2VOomzT6VavJOGBeySqaMc,https://api.spotify.com/v1/tracks/2VOomzT6VavJOGBeySqaMc,https://api.spotify.com/v1/audio-analysis/2VOomzT6VavJOGBeySqaMc,238627,4,Disturbia,2VOomzT6VavJOGBeySqaMc,Jillian
0.697,0.467,9,-7.536,1,0.0715,0.248,0,0.0941,0.572,82.082,audio_features,3goSVuTt3fDYDP6kRnFwuL,spotify:track:3goSVuTt3fDYDP6kRnFwuL,https://api.spotify.com/v1/tracks/3goSVuTt3fDYDP6kRnFwuL,https://api.spotify.com/v1/audio-analysis/3goSVuTt3fDYDP6kRnFwuL,229413,4,Take A Bow,3goSVuTt3fDYDP6kRnFwuL,Jillian
0.763,0.781,6,-3.718,1,0.0357,0.00468,5.27e-6,0.116,0.914,106.015,audio_features,2CtaTmkRB7csW9XAZbWHDq,spotify:track:2CtaTmkRB7csW9XAZbWHDq,https://api.spotify.com/v1/tracks/2CtaTmkRB7csW9XAZbWHDq,https://api.spotify.com/v1/audio-analysis/2CtaTmkRB7csW9XAZbWHDq,198240,4,If I Never See Your Face Again,2CtaTmkRB7csW9XAZbWHDq,Jillian
0.394,0.67,2,-7.567,1,0.277,0.867,2.25e-4,0.401,0.246,82.854,audio_features,76u71tQ2GALnwY0VJyOu83,spotify:track:76u71tQ2GALnwY0VJyOu83,https://api.spotify.com/v1/tracks/76u71tQ2GALnwY0VJyOu83,https://api.spotify.com/v1/audio-analysis/76u71tQ2GALnwY0VJyOu83,105533,4,LSD,76u71tQ2GALnwY0VJyOu83,Jillian
0.422,0.369,11,-9.998,0,0.0303,0.898,0.0258,0.134,0.151,145.006,audio_features,4dwNcnCoPnz1x83AWu1kAa,spotify:track:4dwNcnCoPnz1x83AWu1kAa,https://api.spotify.com/v1/tracks/4dwNcnCoPnz1x83AWu1kAa,https://api.spotify.com/v1/audio-analysis/4dwNcnCoPnz1x83AWu1kAa,256253,4,Jukai,4dwNcnCoPnz1x83AWu1kAa,Jillian
0.649,0.791,2,-6.013,1,0.193,0.104,1.97e-6,0.108,0.811,128.023,audio_features,4mL59LVbKgOpEACxraGYdr,spotify:track:4mL59LVbKgOpEACxraGYdr,https://api.spotify.com/v1/tracks/4mL59LVbKgOpEACxraGYdr,https://api.spotify.com/v1/audio-analysis/4mL59LVbKgOpEACxraGYdr,236160,4,While We're Young,4mL59LVbKgOpEACxraGYdr,Jillian
0.478,0.643,1,-7.62,0,0.215,0.376,1.25e-5,0.179,0.239,117.299,audio_features,2nvmHk4JnsZ94mygliLsou,spotify:track:2nvmHk4JnsZ94mygliLsou,https://api.spotify.com/v1/tracks/2nvmHk4JnsZ94mygliLsou,https://api.spotify.com/v1/audio-analysis/2nvmHk4JnsZ94mygliLsou,178920,5,Moments,2nvmHk4JnsZ94mygliLsou,Jillian
0.76,0.873,1,-6.972,1,0.0403,1.08e-4,0,0.0898,0.561,119.992,audio_features,1DlMzdRaFpIABvx07jCgvQ,spotify:track:1DlMzdRaFpIABvx07jCgvQ,https://api.spotify.com/v1/tracks/1DlMzdRaFpIABvx07jCgvQ,https://api.spotify.com/v1/audio-analysis/1DlMzdRaFpIABvx07jCgvQ,348693,4,OLLA (Only Lovers Left Alive),1DlMzdRaFpIABvx07jCgvQ,Jillian
