danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name,track_id,user
0.439,0.204,2,-15.165,1,0.0587,0.766,0.0913,0.284,0.0408,139.652,audio_features,0HtOJj7Kl74s1Ngf3MWeif,spotify:track:0HtOJj7Kl74s1Ngf3MWeif,https://api.spotify.com/v1/tracks/0HtOJj7Kl74s1Ngf3MWeif,https://api.spotify.com/v1/audio-analysis/0HtOJj7Kl74s1Ngf3MWeif,209080,4,She's Mine Pt. 1,0HtOJj7Kl74s1Ngf3MWeif,Jillian
0.475,0.577,7,-3.979,1,0.0341,0.219,0,0.121,0.319,169.897,audio_features,1ceiWukdMtlzOFhiAMluOj,spotify:track:1ceiWukdMtlzOFhiAMluOj,https://api.spotify.com/v1/tracks/1ceiWukdMtlzOFhiAMluOj,https://api.spotify.com/v1/audio-analysis/1ceiWukdMtlzOFhiAMluOj,251600,4,California King Bed,1ceiWukdMtlzOFhiAMluOj,Jillian
0.883,0.584,7,-2.102,0,0.0465,0.0392,4.39e-6,0.0869,0.784,144.975,audio_features,7wVLads8CFKdKfKf09CDRw,spotify:track:7wVLads8CFKdKfKf09CDRw,https://api.spotify.com/v1/tracks/7wVLads8CFKdKfKf09CDRw,https://api.spotify.com/v1/audio-analysis/7wVLads8CFKdKfKf09CDRw,161067,4,Consideration,7wVLads8CFKdKfKf09CDRw,Jillian
0.399,0.203,4,-11.649,1,0.0298,0.66,1.63e-4,0.27,0.405,134.202,audio_features,10UDQ7qyclibQZeA8W9oH0,spotify:track:10UDQ7qyclibQZeA8W9oH0,https://api.spotify.com/v1/tracks/10UDQ7qyclibQZeA8W9oH0,https://api.spotify.com/v1/audio-analysis/10UDQ7qyclibQZeA8W9oH0,72080,4,James Joint,10UDQ7qyclibQZeA8W9oH0,Jillian
0.619,0.806,3,-4.8,0,0.0483,0.272,0,0.0671,0.877,95,audio_features,7xLooJiPfa5xpI1Xvm9Ja5,spotify:track:7xLooJiPfa5xpI1Xvm9Ja5,https://api.spotify.com/v1/tracks/7xLooJiPfa5xpI1Xvm9Ja5,https://api.spotify.com/v1/audio-analysis/7xLooJiPfa5xpI1Xvm9Ja5,253080,4,Kiss It Better,7xLooJiPfa5xpI1Xvm9Ja5,Jillian
0.725,0.534,11,-6.238,1,0.0946,0.0752,0,0.0919,0.558,91.974,audio_features,4m6D70k5xMmCDCB19u7Bi0,spotify:track:4m6D70k5xMmCDCB19u7Bi0,https://api.spotify.com/v1/tracks/4m6D70k5xMmCDCB19u7Bi0,https://api.spotify.com/v1/audio-analysis/4m6D70k5xMmCDCB19u7Bi0,219320,4,Work,4m6D70k5xMmCDCB19u7Bi0,Jillian
0.685,0.61,0,-5.221,0,0.0439,0.323,0,0.102,0.323,94.384,audio_features,5I4ugX74O2xadBXW6BYrAQ,spotify:track:5I4ugX74O2xadBXW6BYrAQ,https://api.spotify.com/v1/tracks/5I4ugX74O2xadBXW6BYrAQ,https://api.spotify.com/v1/audio-analysis/5I4ugX74O2xadBXW6BYrAQ,186467,3,Desperado,5I4ugX74O2xadBXW6BYrAQ,Jillian
0.42,0.466,9,-5.298,1,0.0326,0.0546,0.00389,0.298,0.185,115.004,audio_features,6XMmChMU62XILB1evGYwTw,spotify:track:6XMmChMU62XILB1evGYwTw,https://api.spotify.com/v1/tracks/6XMmChMU62XILB1evGYwTw,https://api.spotify.com/v1/audio-analysis/6XMmChMU62XILB1evGYwTw,235587,4,Woo,6XMmChMU62XILB1evGYwTw,Jillian
0.671,0.314,5,-8.091,0,0.244,0.11,0,0.0825,0.296,110.898,audio_features,4DoQqJvURKxrPjcskj0IwI,spotify:track:4DoQqJvURKxrPjcskj0IwI,https://api.spotify.com/v1/tracks/4DoQqJvURKxrPjcskj0IwI,https://api.spotify.com/v1/audio-analysis/4DoQqJvURKxrPjcskj0IwI,191600,4,Needed Me,4DoQqJvURKxrPjcskj0IwI,Jillian
0.509,0.38,7,-7.479,1,0.158,0.547,1.21e-6,0.36,0.249,127.88,audio_features,3LRiQ984MtAuGKbzH4QSsE,spotify:track:3LRiQ984MtAuGKbzH4QSsE,https://api.spotify.com/v1/tracks/3LRiQ984MtAuGKbzH4QSsE,https://api.spotify.com/v1/audio-analysis/3LRiQ984MtAuGKbzH4QSsE,133080,4,"Yeah, I Said It",3LRiQ984MtAuGKbzH4QSsE,Jillian
0.44,0.803,8,-5.415,1,0.0443,0.199,0.00282,0.0591,0.501,151.777,audio_features,6Z2jgMpqSzKsZkyBWqYkv8,spotify:track:6Z2jgMpqSzKsZkyBWqYkv8,https://api.spotify.com/v1/tracks/6Z2jgMpqSzKsZkyBWqYkv8,https://api.spotify.com/v1/audio-analysis/6Z2jgMpqSzKsZkyBWqYkv8,397093,4,Same Ol’ Mistakes,6Z2jgMpqSzKsZkyBWqYkv8,Jillian
0.53,0.391,10,-9.096,1,0.0286,0.751,6.97e-5,0.187,0.521,82.215,audio_features,5bVsO7xrZIHheCoEHjBi8o,spotify:track:5bVsO7xrZIHheCoEHjBi8o,https://api.spotify.com/v1/tracks/5bVsO7xrZIHheCoEHjBi8o,https://api.spotify.com/v1/audio-analysis/5bVsO7xrZIHheCoEHjBi8o,202507,4,Never Ending,5bVsO7xrZIHheCoEHjBi8o,Jillian
0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-5,0.0789,0.378,172.006,audio_features,4JlYrtPZlMWkhCiMrLHUrP,spotify:track:4JlYrtPZlMWkhCiMrLHUrP,https://api.spotify.com/v1/tracks/4JlYrtPZlMWkhCiMrLHUrP,https://api.spotify.com/v1/audio-analysis/4JlYrtPZlMWkhCiMrLHUrP,224000,3,Love On The Brain,4JlYrtPZlMWkhCiMrLHUrP,Jillian
0.292,0.567,3,-4.191,1,0.0416,0.112,1.01e-6,0.119,0.392,153.199,audio_features,7uaHWKcM7udTdFxOvBTYkJ,spotify:track:7uaHWKcM7udTdFxOvBTYkJ,https://api.spotify.com/v1/tracks/7uaHWKcM7udTdFxOvBTYkJ,https://api.spotify.com/v1/audio-analysis/7uaHWKcM7udTdFxOvBTYkJ,120627,3,Higher,7uaHWKcM7udTdFxOvBTYkJ,Jillian
0.494,0.17,10,-11.368,1,0.0337,0.895,0,0.139,0.145,80.098,audio_features,1iNr6peSDziIlsJSS8Jxge,spotify:track:1iNr6peSDziIlsJSS8Jxge,https://api.spotify.com/v1/tracks/1iNr6peSDziIlsJSS8Jxge,https://api.spotify.com/v1/audio-analysis/1iNr6peSDziIlsJSS8Jxge,223213,4,Close To You,1iNr6peSDziIlsJSS8Jxge,Jillian
0.418,0.672,0,-5.989,0,0.0429,0.00686,2.14e-6,0.277,0.353,82.134,audio_features,2sHNQyTbE3ZvhjBFGqLxJU,spotify:track:2sHNQyTbE3ZvhjBFGqLxJU,https://api.spotify.com/v1/tracks/2sHNQyTbE3ZvhjBFGqLxJU,https://api.spotify.com/v1/audio-analysis/2sHNQyTbE3ZvhjBFGqLxJU,88493,4,Goodnight Gotham,2sHNQyTbE3ZvhjBFGqLxJU,Jillian
0.685,0.852,1,-3.153,1,0.0846,0.181,0.00135,0.147,0.77,145.918,audio_features,2eghogEKiH7hM70GYkF1XD,spotify:track:2eghogEKiH7hM70GYkF1XD,https://api.spotify.com/v1/tracks/2eghogEKiH7hM70GYkF1XD,https://api.spotify.com/v1/audio-analysis/2eghogEKiH7hM70GYkF1XD,144227,4,Pose,2eghogEKiH7hM70GYkF1XD,Jillian
0.58,0.532,1,-5.668,0,0.0424,0.294,0,0.0948,0.39,112.049,audio_features,6WAxKNbZoGNzQTIvdMqkFs,spotify:track:6WAxKNbZoGNzQTIvdMqkFs,https://api.spotify.com/v1/tracks/6WAxKNbZoGNzQTIvdMqkFs,https://api.spotify.com/v1/audio-analysis/6WAxKNbZoGNzQTIvdMqkFs,206400,4,Sex With Me,6WAxKNbZoGNzQTIvdMqkFs,Jillian
0.747,0.705,9,-5.137,0,0.126,0.0128,0,0.126,0.56,136.024,audio_features,02M6vucOvmRfMxTXDUwRXu,spotify:track:02M6vucOvmRfMxTXDUwRXu,https://api.spotify.com/v1/tracks/02M6vucOvmRfMxTXDUwRXu,https://api.spotify.com/v1/audio-analysis/02M6vucOvmRfMxTXDUwRXu,213507,4,7/11,02M6vucOvmRfMxTXDUwRXu,Jillian
0.169,0.269,5,-13.265,0,0.036,0.953,0.00828,0.111,0.173,74.847,audio_features,4X5zaUdlRhvBWYnyQIKmH8,spotify:track:4X5zaUdlRhvBWYnyQIKmH8,https://api.spotify.com/v1/tracks/4X5zaUdlRhvBWYnyQIKmH8,https://api.spotify.com/v1/audio-analysis/4X5zaUdlRhvBWYnyQIKmH8,350059,3,Honeymoon,4X5zaUdlRhvBWYnyQIKmH8,Jillian
0.4,0.494,1,-8.04,0,0.0367,0.713,3.34e-4,0.238,0.134,132.016,audio_features,34rRFl0bz9PocxWuO2ca5J,spotify:track:34rRFl0bz9PocxWuO2ca5J,https://api.spotify.com/v1/tracks/34rRFl0bz9PocxWuO2ca5J,https://api.spotify.com/v1/audio-analysis/34rRFl0bz9PocxWuO2ca5J,290626,4,Music To Watch Boys To,34rRFl0bz9PocxWuO2ca5J,Jillian
0.296,0.25,7,-10.088,1,0.0314,0.975,0.0187,0.0988,0.0898,102.031,audio_features,44JxL1qNXXQYniZ5T3MUs9,spotify:track:44JxL1qNXXQYniZ5T3MUs9,https://api.spotify.com/v1/tracks/44JxL1qNXXQYniZ5T3MUs9,https://api.spotify.com/v1/audio-analysis/44JxL1qNXXQYniZ5T3MUs9,290636,1,Terrence Loves You,44JxL1qNXXQYniZ5T3MUs9,Jillian
0.287,0.43,5,-10.014,0,0.033,0.269,5.79e-4,0.32,0.109,93.984,audio_features,3sYDVtqO35oRSOIMx7dOqR,spotify:track:3sYDVtqO35oRSOIMx7dOqR,https://api.spotify.com/v1/tracks/3sYDVtqO35oRSOIMx7dOqR,https://api.spotify.com/v1/audio-analysis/3sYDVtqO35oRSOIMx7dOqR,295093,4,Freak,3sYDVtqO35oRSOIMx7dOqR,Jillian
0.28,0.304,8,-18.57,1,0.0359,0.9,0.806,0.135,0.523,85.765,audio_features,14Oj2lH9MMI761zeGgnsyR,spotify:track:14Oj2lH9MMI761zeGgnsyR,https://api.spotify.com/v1/tracks/14Oj2lH9MMI761zeGgnsyR,https://api.spotify.com/v1/audio-analysis/14Oj2lH9MMI761zeGgnsyR,81960,3,Burnt Norton - Interlude,14Oj2lH9MMI761zeGgnsyR,Jillian
0.416,0.459,9,-9.977,0,0.0366,0.813,0.0428,0.102,0.175,135.689,audio_features,1Yh4lOCbcskjSfYPDnn7EW,spotify:track:1Yh4lOCbcskjSfYPDnn7EW,https://api.spotify.com/v1/tracks/1Yh4lOCbcskjSfYPDnn7EW,https://api.spotify.com/v1/audio-analysis/1Yh4lOCbcskjSfYPDnn7EW,323280,4,Religion,1Yh4lOCbcskjSfYPDnn7EW,Jillian
0.304,0.311,11,-9.647,0,0.0344,0.675,0.00195,0.12,0.115,117.68,audio_features,21qg0IBZf8R12qHd9A3AA4,spotify:track:21qg0IBZf8R12qHd9A3AA4,https://api.spotify.com/v1/tracks/21qg0IBZf8R12qHd9A3AA4,https://api.spotify.com/v1/audio-analysis/21qg0IBZf8R12qHd9A3AA4,281093,4,Salvatore,21qg0IBZf8R12qHd9A3AA4,Jillian
0.445,0.522,2,-8.007,1,0.0331,0.363,4.87e-4,0.0797,0.162,107.752,audio_features,45pI8224KKX9Gx5fiyvEAh,spotify:track:45pI8224KKX9Gx5fiyvEAh,https://api.spotify.com/v1/tracks/45pI8224KKX9Gx5fiyvEAh,https://api.spotify.com/v1/audio-analysis/45pI8224KKX9Gx5fiyvEAh,365760,4,The Blackest Day,45pI8224KKX9Gx5fiyvEAh,Jillian
0.284,0.372,8,-9.821,0,0.0356,0.782,1.83e-4,0.103,0.0853,98.181,audio_features,302ZEWd1TDXvA4PLz0UQhj,spotify:track:302ZEWd1TDXvA4PLz0UQhj,https://api.spotify.com/v1/tracks/302ZEWd1TDXvA4PLz0UQhj,https://api.spotify.com/v1/audio-analysis/302ZEWd1TDXvA4PLz0UQhj,295960,4,24,302ZEWd1TDXvA4PLz0UQhj,Jillian
0.34,0.361,1,-11.567,0,0.0294,0.636,0.421,0.259,0.0392,81.765,audio_features,1DYRRZ5rSlc1PopnB7azLZ,spotify:track:1DYRRZ5rSlc1PopnB7azLZ,https://api.spotify.com/v1/tracks/1DYRRZ5rSlc1PopnB7azLZ,https://api.spotify.com/v1/audio-analysis/1DYRRZ5rSlc1PopnB7azLZ,323475,4,Swan Song,1DYRRZ5rSlc1PopnB7azLZ,Jillian
0.327,0.351,9,-10.488,0,0.0327,0.316,5.93e-6,0.107,0.063,80.386,audio_features,0iq0P0HYtpChhUNH5KuqQK,spotify:track:0iq0P0HYtpChhUNH5KuqQK,https://api.spotify.com/v1/tracks/0iq0P0HYtpChhUNH5KuqQK,https://api.spotify.com/v1/audio-analysis/0iq0P0HYtpChhUNH5KuqQK,181897,4,Don't Let Me Be Misunderstood,0iq0P0HYtpChhUNH5KuqQK,Jillian
0.398,0.428,5,-8.292,0,0.0275,0.846,0.0338,0.185,0.111,81.017,audio_features,5R65WfxdtxpTNSIloTfIdM,spotify:track:5R65WfxdtxpTNSIloTfIdM,https://api.spotify.com/v1/tracks/5R65WfxdtxpTNSIloTfIdM,https://api.spotify.com/v1/audio-analysis/5R65WfxdtxpTNSIloTfIdM,280653,3,God Knows I Tried,5R65WfxdtxpTNSIloTfIdM,Jillian
0.536,0.486,11,-11.067,0,0.0346,0.244,0.00788,0.12,0.0968,131.988,audio_features,7g3htkaLz4ETFn0cifwM3y,spotify:track:7g3htkaLz4ETFn0cifwM3y,https://api.spotify.com/v1/tracks/7g3htkaLz4ETFn0cifwM3y,https://api.spotify.com/v1/audio-analysis/7g3htkaLz4ETFn0cifwM3y,257573,4,High By The Beach,7g3htkaLz4ETFn0cifwM3y,Jillian
0.282,0.464,11,-11.112,0,0.0533,0.544,0.215,0.111,0.0596,148.345,audio_features,5jqNQZBwbZWQXPWfo0ygZF,spotify:track:5jqNQZBwbZWQXPWfo0ygZF,https://api.spotify.com/v1/tracks/5jqNQZBwbZWQXPWfo0ygZF,https://api.spotify.com/v1/audio-analysis/5jqNQZBwbZWQXPWfo0ygZF,295067,5,Art Deco,5jqNQZBwbZWQXPWfo0ygZF,Jillian
0,0.729,2,-21.2,1,0,0.956,0.831,0,0,0,audio_features,2jQIzjFeqCT3jOUi3dIlWB,spotify:track:2jQIzjFeqCT3jOUi3dIlWB,https://api.spotify.com/v1/tracks/2jQIzjFeqCT3jOUi3dIlWB,https://api.spotify.com/v1/audio-analysis/2jQIzjFeqCT3jOUi3dIlWB,4800,0,The Library - Intro,2jQIzjFeqCT3jOUi3dIlWB,Jillian
0.452,0.559,6,-7.848,1,0.0453,0.0481,1.69e-6,0.109,0.365,132.814,audio_features,2peoIrd4v8r4HXNPXePIXQ,spotify:track:2peoIrd4v8r4HXNPXePIXQ,https://api.spotify.com/v1/tracks/2peoIrd4v8r4HXNPXePIXQ,https://api.spotify.com/v1/audio-analysis/2peoIrd4v8r4HXNPXePIXQ,209480,4,I.Crawl,2peoIrd4v8r4HXNPXePIXQ,Jillian
0.695,0.628,5,-8.627,1,0.145,0.337,0.219,0.143,0.21,119.949,audio_features,4oRqSiVyGrwb8dnJBO6FNu,spotify:track:4oRqSiVyGrwb8dnJBO6FNu,https://api.spotify.com/v1/tracks/4oRqSiVyGrwb8dnJBO6FNu,https://api.spotify.com/v1/audio-analysis/4oRqSiVyGrwb8dnJBO6FNu,244653,4,II. Worldstar,4oRqSiVyGrwb8dnJBO6FNu,Jillian
0.456,0.271,3,-17.243,1,0.041,0.871,0.534,0.527,0.528,97.258,audio_features,5Bn2fo4Ri8ikJXmpiQBoL3,spotify:track:5Bn2fo4Ri8ikJXmpiQBoL3,https://api.spotify.com/v1/tracks/5Bn2fo4Ri8ikJXmpiQBoL3,https://api.spotify.com/v1/audio-analysis/5Bn2fo4Ri8ikJXmpiQBoL3,44533,4,Dial up,5Bn2fo4Ri8ikJXmpiQBoL3,Jillian
0.613,0.684,5,-6.488,0,0.104,0.0534,0,0.0662,0.399,97.028,audio_features,7pRcWov3NHxi0GDkKdbSb0,spotify:track:7pRcWov3NHxi0GDkKdbSb0,https://api.spotify.com/v1/tracks/7pRcWov3NHxi0GDkKdbSb0,https://api.spotify.com/v1/audio-analysis/7pRcWov3NHxi0GDkKdbSb0,219747,4,I. The Worst Guys,7pRcWov3NHxi0GDkKdbSb0,Jillian
0.616,0.76,1,-8.732,1,0.244,0.0948,0.0186,0.345,0.377,116.316,audio_features,2uMMGgkTOBisJpzyvMzNWm,spotify:track:2uMMGgkTOBisJpzyvMzNWm,https://api.spotify.com/v1/tracks/2uMMGgkTOBisJpzyvMzNWm,https://api.spotify.com/v1/audio-analysis/2uMMGgkTOBisJpzyvMzNWm,231733,4,II. Shadows,2uMMGgkTOBisJpzyvMzNWm,Jillian
0.516,0.718,5,-8.571,0,0.257,0.15,0.0163,0.167,0.588,129.857,audio_features,7yCw7WbWOIRYe7z2aRjAaA,spotify:track:7yCw7WbWOIRYe7z2aRjAaA,https://api.spotify.com/v1/tracks/7yCw7WbWOIRYe7z2aRjAaA,https://api.spotify.com/v1/audio-analysis/7yCw7WbWOIRYe7z2aRjAaA,210680,4,"III. Telegraph Ave. (""Oakland"" by Lloyd)",7yCw7WbWOIRYe7z2aRjAaA,Jillian
0.644,0.479,4,-8.352,1,0.177,0.169,0,0.639,0.612,79.929,audio_features,2rmq49FcJ4U3wh1Z7C9UxE,spotify:track:2rmq49FcJ4U3wh1Z7C9UxE,https://api.spotify.com/v1/tracks/2rmq49FcJ4U3wh1Z7C9UxE,https://api.spotify.com/v1/audio-analysis/2rmq49FcJ4U3wh1Z7C9UxE,180680,4,IV. Sweatpants,2rmq49FcJ4U3wh1Z7C9UxE,Jillian
0.473,0.461,6,-6.474,0,0.333,0.149,0,0.0973,0.615,165.985,audio_features,3Z2sglqDj1rDRMF5x0Sz2R,spotify:track:3Z2sglqDj1rDRMF5x0Sz2R,https://api.spotify.com/v1/tracks/3Z2sglqDj1rDRMF5x0Sz2R,https://api.spotify.com/v1/audio-analysis/3Z2sglqDj1rDRMF5x0Sz2R,234213,4,3005,3Z2sglqDj1rDRMF5x0Sz2R,Jillian
0.262,0.13,7,-21.593,0,0.037,0.995,0.928,0.267,0.0731,169.819,audio_features,2DxKSe9ZWmZUXGdbXCcPET,spotify:track:2DxKSe9ZWmZUXGdbXCcPET,https://api.spotify.com/v1/tracks/2DxKSe9ZWmZUXGdbXCcPET,https://api.spotify.com/v1/audio-analysis/2DxKSe9ZWmZUXGdbXCcPET,54453,4,Playing Around Before The Party Starts,2DxKSe9ZWmZUXGdbXCcPET,Jillian
0.489,0.586,6,-10.37,1,0.355,0.249,0.00628,0.15,0.281,155.191,audio_features,4raEiDlfGu9dgeOfqldy0b,spotify:track:4raEiDlfGu9dgeOfqldy0b,https://api.spotify.com/v1/tracks/4raEiDlfGu9dgeOfqldy0b,https://api.spotify.com/v1/audio-analysis/4raEiDlfGu9dgeOfqldy0b,91293,4,I. The Party,4raEiDlfGu9dgeOfqldy0b,Jillian
0.699,0.572,10,-8.417,0,0.383,0.701,0.00274,0.188,0.164,92.191,audio_features,3ebRmYrOYceH3NNowFoZVn,spotify:track:3ebRmYrOYceH3NNowFoZVn,https://api.spotify.com/v1/tracks/3ebRmYrOYceH3NNowFoZVn,https://api.spotify.com/v1/audio-analysis/3ebRmYrOYceH3NNowFoZVn,171773,4,II. No Exit,3ebRmYrOYceH3NNowFoZVn,Jillian
0.657,0.397,10,-10.53,0,0.0681,0.392,0.78,0.197,0.528,100.09,audio_features,7JSdsfOoM8ueAuqPOrjc4T,spotify:track:7JSdsfOoM8ueAuqPOrjc4T,https://api.spotify.com/v1/tracks/7JSdsfOoM8ueAuqPOrjc4T,https://api.spotify.com/v1/audio-analysis/7JSdsfOoM8ueAuqPOrjc4T,43973,4,Death By Numbers,7JSdsfOoM8ueAuqPOrjc4T,Jillian
0.443,0.686,6,-9.744,0,0.0389,0.0614,0.126,0.118,0.149,79.769,audio_features,2XSKbNkH4EeuvoOs8dliBH,spotify:track:2XSKbNkH4EeuvoOs8dliBH,https://api.spotify.com/v1/tracks/2XSKbNkH4EeuvoOs8dliBH,https://api.spotify.com/v1/audio-analysis/2XSKbNkH4EeuvoOs8dliBH,344147,4,I. Flight Of The Navigator,2XSKbNkH4EeuvoOs8dliBH,Jillian
0.241,0.429,1,-10.901,1,0.0834,0.103,3.36e-4,0.272,0.0909,74.019,audio_features,6vy95NfrMeUfaXpaTm4O53,spotify:track:6vy95NfrMeUfaXpaTm4O53,https://api.spotify.com/v1/tracks/6vy95NfrMeUfaXpaTm4O53,https://api.spotify.com/v1/audio-analysis/6vy95NfrMeUfaXpaTm4O53,290693,5,II. Zealots Of Stockholm [Free Information],6vy95NfrMeUfaXpaTm4O53,Jillian
0.603,0.437,2,-11.789,0,0.06,0.641,0.00102,0.0721,0.501,139.466,audio_features,2UOAaxhSOWDgSaIWYeoaJk,spotify:track:2UOAaxhSOWDgSaIWYeoaJk,https://api.spotify.com/v1/tracks/2UOAaxhSOWDgSaIWYeoaJk,https://api.spotify.com/v1/audio-analysis/2UOAaxhSOWDgSaIWYeoaJk,73400,4,III. Urn,2UOAaxhSOWDgSaIWYeoaJk,Jillian
0.367,0.673,7,-8.46,1,0.111,0.0554,2.16e-4,0.539,0.308,77.773,audio_features,2D5Dd3clzZGTv6H9mtAAQq,spotify:track:2D5Dd3clzZGTv6H9mtAAQq,https://api.spotify.com/v1/tracks/2D5Dd3clzZGTv6H9mtAAQq,https://api.spotify.com/v1/audio-analysis/2D5Dd3clzZGTv6H9mtAAQq,207053,4,I. Pink Toes,2D5Dd3clzZGTv6H9mtAAQq,Jillian
0.574,0.717,2,-6.208,1,0.0517,0.00541,2.63e-4,0.0365,0.153,140.112,audio_features,5WCuoYligCr05q99p5D50S,spotify:track:5WCuoYligCr05q99p5D50S,https://api.spotify.com/v1/tracks/5WCuoYligCr05q99p5D50S,https://api.spotify.com/v1/audio-analysis/5WCuoYligCr05q99p5D50S,282427,4,II. Earth: The Oldest Computer (The Last Night),5WCuoYligCr05q99p5D50S,Jillian
0.597,0.629,1,-6.794,1,0.221,0.0184,0,0.127,0.485,80.124,audio_features,4hZ9MbRJoxzDhx5WJlnDIA,spotify:track:4hZ9MbRJoxzDhx5WJlnDIA,https://api.spotify.com/v1/tracks/4hZ9MbRJoxzDhx5WJlnDIA,https://api.spotify.com/v1/audio-analysis/4hZ9MbRJoxzDhx5WJlnDIA,342053,4,III. Life: The Biggest Troll [Andrew Auernheimer],4hZ9MbRJoxzDhx5WJlnDIA,Jillian
0.699,0.601,0,-6.48,1,0.0304,0.0972,1.17e-5,0.562,0.434,98.04,audio_features,6olUplztLFFfU7fMYmFXOP,spotify:track:6olUplztLFFfU7fMYmFXOP,https://api.spotify.com/v1/tracks/6olUplztLFFfU7fMYmFXOP,https://api.spotify.com/v1/audio-analysis/6olUplztLFFfU7fMYmFXOP,252013,4,Sober,6olUplztLFFfU7fMYmFXOP,Jillian
0.544,0.869,5,-8.363,0,0.0836,0.0746,1.27e-5,0.102,0.0647,104.622,audio_features,7jWgkIrTDiB3vF8dm5AUyQ,spotify:track:7jWgkIrTDiB3vF8dm5AUyQ,https://api.spotify.com/v1/tracks/7jWgkIrTDiB3vF8dm5AUyQ,https://api.spotify.com/v1/audio-analysis/7jWgkIrTDiB3vF8dm5AUyQ,309480,4,Pop Thieves (Make It Feel Good),7jWgkIrTDiB3vF8dm5AUyQ,Jillian
0.868,0.636,5,-5.691,0,0.0391,0.233,0.0125,0.112,0.304,109.954,audio_features,7b9h63I7EafcW2pVS9pcUr,spotify:track:7b9h63I7EafcW2pVS9pcUr,https://api.spotify.com/v1/tracks/7b9h63I7EafcW2pVS9pcUr,https://api.spotify.com/v1/audio-analysis/7b9h63I7EafcW2pVS9pcUr,202667,4,Retro [ROUGH],7b9h63I7EafcW2pVS9pcUr,Jillian
0.738,0.718,8,-5.905,1,0.0606,0.00725,0,0.127,0.491,100.055,audio_features,1Xi28qSSoARTXiqMwb8Srg,spotify:track:1Xi28qSSoARTXiqMwb8Srg,https://api.spotify.com/v1/tracks/1Xi28qSSoARTXiqMwb8Srg,https://api.spotify.com/v1/audio-analysis/1Xi28qSSoARTXiqMwb8Srg,190907,4,The Palisades,1Xi28qSSoARTXiqMwb8Srg,Jillian
0.46,0.768,9,-5.827,0,0.193,0.0176,0,0.0661,0.6,150.061,audio_features,3L6S3Px2rdU0HprDo2Famq,spotify:track:3L6S3Px2rdU0HprDo2Famq,https://api.spotify.com/v1/tracks/3L6S3Px2rdU0HprDo2Famq,https://api.spotify.com/v1/audio-analysis/3L6S3Px2rdU0HprDo2Famq,216093,4,Poke,3L6S3Px2rdU0HprDo2Famq,Jillian
0.792,0.416,7,-14.206,1,0.288,0.75,0.211,0.109,0.341,91.909,audio_features,0BvV6bfJrzUgmT18lAgpeA,spotify:track:0BvV6bfJrzUgmT18lAgpeA,https://api.spotify.com/v1/tracks/0BvV6bfJrzUgmT18lAgpeA,https://api.spotify.com/v1/audio-analysis/0BvV6bfJrzUgmT18lAgpeA,289987,4,Late Night In Kauai,0BvV6bfJrzUgmT18lAgpeA,Jillian
0.573,0.438,8,-9.306,1,0.0449,0.013,0.0867,0.117,0.133,165.997,audio_features,7u0hfStBmf1j0yiD3Em39J,spotify:track:7u0hfStBmf1j0yiD3Em39J,https://api.spotify.com/v1/tracks/7u0hfStBmf1j0yiD3Em39J,https://api.spotify.com/v1/audio-analysis/7u0hfStBmf1j0yiD3Em39J,225867,4,V. 3005 - Beach Picnic Version,7u0hfStBmf1j0yiD3Em39J,Jillian
0.556,0.45,5,-11.874,1,0.0338,0.0105,0.0483,0.0707,0.25,117.99,audio_features,4r0GVpjSsKSR1biv4fOoa5,spotify:track:4r0GVpjSsKSR1biv4fOoa5,https://api.spotify.com/v1/tracks/4r0GVpjSsKSR1biv4fOoa5,https://api.spotify.com/v1/audio-analysis/4r0GVpjSsKSR1biv4fOoa5,379227,3,Me and Your Mama,4r0GVpjSsKSR1biv4fOoa5,Jillian
0.783,0.803,4,-6.266,0,0.0805,0.0158,0.016,0.681,0.945,148.227,audio_features,5LTgI9VsuL3NKrv2WHBgNx,spotify:track:5LTgI9VsuL3NKrv2WHBgNx,https://api.spotify.com/v1/tracks/5LTgI9VsuL3NKrv2WHBgNx,https://api.spotify.com/v1/audio-analysis/5LTgI9VsuL3NKrv2WHBgNx,224253,4,Have Some Love,5LTgI9VsuL3NKrv2WHBgNx,Jillian
0.724,0.767,11,-7.913,0,0.0955,0.09,0.199,0.198,0.648,87.992,audio_features,6D2w3GPnTpLJt56dHEIuWW,spotify:track:6D2w3GPnTpLJt56dHEIuWW,https://api.spotify.com/v1/tracks/6D2w3GPnTpLJt56dHEIuWW,https://api.spotify.com/v1/audio-analysis/6D2w3GPnTpLJt56dHEIuWW,216840,4,Boogieman,6D2w3GPnTpLJt56dHEIuWW,Jillian
0.653,0.411,0,-11.986,1,0.127,0.503,9.69e-4,0.067,0.468,160.055,audio_features,73kAUSAht4YOR7xNPmNb2L,spotify:track:73kAUSAht4YOR7xNPmNb2L,https://api.spotify.com/v1/tracks/73kAUSAht4YOR7xNPmNb2L,https://api.spotify.com/v1/audio-analysis/73kAUSAht4YOR7xNPmNb2L,281813,4,Zombies,73kAUSAht4YOR7xNPmNb2L,Jillian
